"Activity Id","Day","Hour","Students Sets","Subject","Teachers","Activity Tags","Room","Comments"
"90","Thursday","07:50","PTEA-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","HSB+TSR","","B1-133-TE",""
"90","Thursday","08:40","PTEA-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","HSB+TSR","","B1-133-TE",""
"90","Thursday","09:30","PTEA-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","HSB+TSR","","B1-133-TE",""
"90","Thursday","10:20","PTEA-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","HSB+TSR","","B1-133-TE",""
"91","Monday","07:00","PTEB-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","TSR+HSB","","B1-125-PTE",""
"91","Monday","07:50","PTEB-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","TSR+HSB","","B1-125-PTE",""
"91","Monday","08:40","PTEB-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","TSR+HSB","","B1-125-PTE",""
"91","Monday","09:30","PTEB-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","TSR+HSB","","B1-125-PTE",""
"91","Monday","10:20","PTEB-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","TSR+HSB","","B1-125-PTE",""
"92","Tuesday","10:20","PTEA-3","E0451-EL237-2-SISTEM KENDALI","DLH","","B2-04-EX KOMP",""
"92","Tuesday","11:10","PTEA-3","E0451-EL237-2-SISTEM KENDALI","DLH","","B2-04-EX KOMP",""
"93","Thursday","07:00","PTEB-3","E0451-EL237-2-SISTEM KENDALI","DLH","","B2-04-EX KOMP",""
"93","Thursday","07:50","PTEB-3","E0451-EL237-2-SISTEM KENDALI","DLH","","B2-04-EX KOMP",""
"94","Thursday","14:40","PTEA-3","E0451-EL238-3-RANGKAIAN LISTRIK I","TSM","","B2-02-TE",""
"94","Thursday","15:30","PTEA-3","E0451-EL238-3-RANGKAIAN LISTRIK I","TSM","","B2-02-TE",""
"94","Thursday","16:20","PTEA-3","E0451-EL238-3-RANGKAIAN LISTRIK I","TSM","","B2-02-TE",""
"95","Wednesday","14:40","PTEB-3","E0451-EL238-3-RANGKAIAN LISTRIK I","TSM","","B1-134-PTOIR",""
"95","Wednesday","15:30","PTEB-3","E0451-EL238-3-RANGKAIAN LISTRIK I","TSM","","B1-134-PTOIR",""
"95","Wednesday","16:20","PTEB-3","E0451-EL238-3-RANGKAIAN LISTRIK I","TSM","","B1-134-PTOIR",""
